name,value,area,age,distance,bath_toilet_separated,autolock
アーバンプレイス荻窪,5.1,12,9,10,1,1
ＪＲ中央線 荻窪駅 2階建 築9年,5.1,12,9,10,1,1
アーバンプレイス荻窪,5.1,12,9,10,1,1
ＪＲ総武線 荻窪駅 2階建 築9年,5.1,12,9,10,1,1
アーバンプレイス荻窪,5.1,11,9,10,1,1
ＪＲ中央線 荻窪駅 3階建 築28年,5.9,16.8,28,7,0,1
メゾン・ド・上荻,4,14.46,40,7,0,0
エトワール石神井,5.6,23.59,25,9,1,0
La Perla Ogikubo,8.3,20.79,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,8.3,20.79,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,8.3,20.79,3,6,1,1
La Perla Ogikubo 101号室,8,21.25,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,8,21.25,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,7.8,19.55,3,6,1,1
La Perla Ogikubo 104号室,7.8,19.55,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,8.3,20.79,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,8,21.25,3,6,1,1
La Perla Ogikubo 101号室,8,21.25,3,6,1,1
La Perla Ogikubo,8,21.25,3,6,1,1
La Perla Ogikubo,8,21.25,3,6,1,1
ＰＡＳＥＯ荻窪 102号室,10.1,25.38,1,10,1,1
ＰＡＳＥＯ荻窪 102号室,10.1,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.1,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.31,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.31,0,10,1,1
ＰＡＳＥＯ荻窪 101号室,10.1,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.1,25.27,1,10,1,1
ＰＡＳＥＯ荻窪 101号室,10.1,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.2,25.7,0,10,1,1
ＰＡＳＥＯ荻窪 403号室,10.2,25.7,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.2,25.7,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.2,25.7,1,10,1,1
ＰＡＳＥＯ荻窪 204号室,10.2,25.7,1,10,1,1
ＰＡＳＥＯ荻窪 403号室,10.2,25.7,1,10,1,1
ＰＡＳＥＯ荻窪 204号室,10.2,25.7,1,10,1,1
PASEO荻窪 204号室,10.2,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.2,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.2,25.38,0,10,1,1
La Perla Ogikubo 104号室,7.8,19.55,3,6,1,1
La Perla Ogikubo,7.8,19.55,3,6,1,1
La Perla Ogikubo,7.8,19.55,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,7.8,19.55,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.7,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.3,25.7,1,10,1,1
ＰＡＳＥＯ荻窪 304号室,10.3,25.7,1,10,1,1
ＰＡＳＥＯ荻窪 304号室,10.3,25.7,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.7,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.38,0,10,1,1
ＰＡＳＥＯ荻窪 203号室,10.3,25.31,1,10,1,1
ＰＡＳＥＯ荻窪 203号室,10.3,25.31,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.31,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.3,25.31,1,10,1,1
PASEO荻窪 203号室,10.3,25.31,0,10,1,1
ＰＡＳＥＯ荻窪 401号室,10.3,25.27,1,10,1,1
ＰＡＳＥＯ荻窪 401号室,10.3,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.3,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 3階建 築2年,6.5,13.81,2,8,0,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.38,0,10,1,1
ＰＡＳＥＯ荻窪 202号室,10.4,25.38,1,10,1,1
ＰＡＳＥＯ荻窪 202号室,10.4,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.4,25.38,1,10,1,1
PASEO荻窪 202号室,10.4,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.4,25.31,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.31,0,10,1,1
ＰＡＳＥＯ荻窪 303号室,10.4,25.31,1,10,1,1
ＰＡＳＥＯ荻窪 303号室,10.4,25.31,1,10,1,1
PASEO荻窪 201号室,10.4,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.27,0,10,1,1
ＰＡＳＥＯ荻窪 201号室,10.4,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.4,25.27,1,10,1,1
ＰＡＳＥＯ荻窪 201号室,10.4,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.5,25.38,1,10,1,1
ＰＡＳＥＯ荻窪 302号室,10.5,25.38,1,10,1,1
ＰＡＳＥＯ荻窪 302号室,10.5,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.5,25.38,0,10,1,1
ＰＡＳＥＯ荻窪 301号室,10.5,25.27,1,10,1,1
ＰＡＳＥＯ荻窪 301号室,10.5,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.5,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.5,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築13年,7.1,17.4,13,6,1,1
ＪＲ中央線 荻窪駅 4階建 築13年,7.1,17.4,13,6,1,1
ＪＲ中央線 荻窪駅 4階建 築13年,7.1,17.4,13,6,1,1
テラス天沼,7.7,19.87,23,7,1,0
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.31,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.31,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.2,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.2,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.2,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.31,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.5,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.5,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築13年,7.1,17.4,13,6,1,1
アジュール荻窪,5.8,10.35,3,5,0,0
アジュール荻窪,5.8,10.35,3,5,0,0
アジュール荻窪,5.8,10.35,3,5,0,0
アジュール荻窪,5.8,10.35,3,5,0,0
アジュール荻窪,5.8,10.35,3,5,0,0
アジュール荻窪,5.8,10.35,3,5,0,0
アジュール荻窪,5.8,10.35,3,5,0,0
アジュール荻窪,5.8,10.35,3,5,0,0
アジュール荻窪,5.8,10.35,3,5,0,0
アジュール荻窪,5.8,10.35,3,5,0,0
ＪＲ中央線 荻窪駅 2階建 築3年,5.8,10.35,3,5,0,1
アーバンプレイス荻窪,5.1,12,9,10,1,1
アーバンプレイス荻窪,5.1,12,9,10,1,1
ＪＲ中央線 荻窪駅 2階建 築3年,5.5,10.35,3,5,0,1
ＪＲ総武線 荻窪駅 2階建 築23年,7.7,19.87,23,4,1,0
ＪＲ総武線 荻窪駅 2階建 築23年,7.7,19.87,23,4,1,0
ＪＲ中央線 荻窪駅 2階建 築3年,5.8,10.35,3,5,0,1
ＪＲ総武線 荻窪駅 2階建 築29年,7.7,19.87,29,7,1,0
スパシエグランス荻窪 1002号室,8.9,25.46,2,13,1,1
ＪＲ中央線 荻窪駅 11階建 築2年,8.9,25.46,2,13,1,1
ＪＲ中央線 荻窪駅 11階建 築4年,11.5,27.36,4,5,1,1
ＪＲ中央線 荻窪駅 地下1地上3階建 築29年,5.9,16.8,29,8,0,1
ＪＲ中央線 荻窪駅 3階建 築28年,5.9,16.8,28,7,0,1
ＪＲ中央線 荻窪駅 3階建 築28年,5.9,16.8,28,7,0,1
ＪＲ中央線 荻窪駅 2階建 築29年,7.7,19.87,29,4,1,0
ＪＲ中央線 荻窪駅 2階建 築29年,7.7,19.87,29,4,1,0
ベルハイムおぎくぼ 206号室,5.8,16,27,10,0,0
ＪＲ中央線 荻窪駅 3階建 築28年,5.9,16.8,28,7,0,1
ＪＲ中央線 荻窪駅 4階建 築28年,6.2,19.2,28,6,0,1
マイステージ荻窪 106号室,6.2,19.2,28,6,0,1
マイステージ荻窪 106号室,6.2,19.2,28,4,0,1
ＪＲ総武線 荻窪駅 2階建 築32年,7.6,25,32,5,0,0
ＪＲ中央線 荻窪駅 2階建 築27年,5.3,17.52,27,11,1,0
ＪＲ中央線 荻窪駅 2階建 築27年,5.3,17.52,27,11,1,0
ＪＲ中央線 荻窪駅 5階建 築33年,5,16.5,33,8,0,0
マイステージ荻窪,6.2,19.2,28,4,0,1
ＪＲ中央線 荻窪駅 4階建 築28年,6.2,19.2,28,4,0,1
ＪＲ中央線 荻窪駅 4階建 築28年,6.2,19.2,28,4,0,1
ＪＲ中央線 荻窪駅 地下1地上3階建 築30年,5.5,15.58,30,4,0,1
ＪＲ中央線 荻窪駅 地下1地上3階建 築30年,5.5,15.58,30,4,0,1
ＪＲ中央線 荻窪駅 地下1地上3階建 築30年,5.5,15.58,30,4,0,1
シティパーク荻窪,5.1,16,31,5,0,0
ＪＲ総武線 荻窪駅 5階建 築36年,7.9,26.6,36,3,1,0
スカイコートエクセレント荻窪,5.9,16.8,33,3,0,1
スカイコートエクセレント荻窪,5.9,16.8,33,2,0,1
ＪＲ中央線 荻窪駅 11階建 築33年,5.9,16.8,33,3,0,1
パールハイツ,6.8,20.5,26,15,0,0
メゾン・ド・セレナード,4.8,13.5,34,5,0,0
ＪＲ中央線 荻窪駅 4階建 築40年,4,14.46,40,7,0,0
ＪＲ中央線 荻窪駅 2階建 築46年,8,24.76,46,5,1,0
MステージB棟,8,24.76,46,5,1,0
メゾン・ド・荻窪,4.6,11.44,40,6,0,0
ＪＲ中央線 荻窪駅 4階建 築40年,4,14.46,40,7,0,0
ＪＲ中央線 荻窪駅 2階建 築45年,5,15,45,3,1,0
ヴィラエミール,6,20.7,32,20,1,0
ハーモニーテラス高井戸東,5.9,10.5,2,16,0,0
ＪＲ中央線 西荻窪駅 2階建 築30年,6.8,22.31,30,25,1,0
グランシャリオ石神井,10.7,36.44,10,22,1,1
クアルト上井草,4.4,15.9,35,15,0,0
西武新宿線 上井草駅 4階建 築35年,4.4,15.9,35,15,0,0
ビクセル武蔵関,5.2,17.08,28,20,0,1
ビクセル武蔵関,5.2,17.01,28,20,0,1
ビクセル武蔵関,5.2,17.01,28,20,0,1
ＪＲ中央線 荻窪駅 3階建 築3年,9.8,27.1,3,8,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.38,0,10,1,1
ＰＡＳＥＯ荻窪 102号室,10.1,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.31,0,10,1,1
ＰＡＳＥＯ荻窪 103号室,10.1,25.31,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.27,0,10,1,1
ＰＡＳＥＯ荻窪 101号室,10.1,25.27,0,10,1,1
ＰＡＳＥＯ荻窪 403号室,10.2,25.7,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.2,25.7,0,10,1,1
ＰＡＳＥＯ荻窪 204号室,10.2,25.7,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.2,25.31,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,8.3,20.79,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,8.3,20.79,3,6,1,1
La Perla Ogikubo,8.3,20.79,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,8.3,20.79,3,6,1,1
Ｌａ Perla Ogikubo 301号室,8.3,20.79,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,8.3,20.79,3,6,1,1
La Perla Ogikubo,8.3,20.79,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.7,0,10,1,1
ＰＡＳＥＯ荻窪 304号室,10.3,25.7,0,10,1,1
ＰＡＳＥＯ荻窪 203号室,10.3,25.31,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.31,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.27,0,10,1,1
ＰＡＳＥＯ荻窪 401号室,10.3,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,8.4,20.54,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.38,0,10,1,1
ＰＡＳＥＯ荻窪 202号室,10.4,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.31,0,10,1,1
ＰＡＳＥＯ荻窪 303号室,10.4,25.31,0,10,1,1
ＰＡＳＥＯ荻窪 201号室,10.4,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.27,0,10,1,1
ＰＡＳＥＯ荻窪 302号室,10.5,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.5,25.38,0,10,1,1
ＰＡＳＥＯ荻窪 301号室,10.5,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.5,25.27,0,10,1,1
Ｌａ　Ｐｅｒｌａ　Ｏｇｉｋｕｂｏ 101号室,8,21.25,3,6,1,1
La Perla Ogikubo,8,21.25,3,6,1,1
Ｌａ Perla Ogikubo 101号室,8,21.25,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,8,21.25,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,8,21.25,3,6,1,1
Ｌａ　Ｐｅｒｌａ　Ｏｇｉｋｕｂｏ 101号室,8,21.25,3,6,1,1
La Perla Ogikubo 101号室,8,21.25,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,8,21.25,3,6,1,1
東京メトロ丸ノ内線 荻窪駅 5階建 築3年,8,21.25,3,6,1,1
La Perla Ogikubo,8,21.25,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,7.8,19.55,3,6,1,1
La Perla Ogikubo,7.8,19.55,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,7.8,19.55,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,7.8,19.55,3,6,1,1
La Perla Ogikubo 104号室,7.8,19.55,3,6,1,1
東京メトロ丸ノ内線 荻窪駅 5階建 築3年,7.8,19.55,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,7.8,19.55,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,7.8,19.55,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,7.8,19.55,3,6,1,1
ＪＲ中央線 荻窪駅 4階建 築3年,7.8,19.55,3,6,1,1
VOLT南荻窪,9.8,27.1,3,5,1,1
ＪＲ総武線 荻窪駅 3階建 築3年,9.8,27.1,3,5,1,1
ＪＲ総武線 荻窪駅 3階建 築2年,6.5,13.81,2,8,0,1
フェリーチェ荻窪II 302号室,6.5,13.81,2,8,0,1
フェリーチェ荻窪II,6.5,13.81,2,8,1,1
フェリーチェ荻窪II,6.5,13.81,2,8,1,1
フェリーチェ荻窪II 302号室,6.5,13.81,2,8,0,1
ＪＲ総武線 荻窪駅 3階建 築2年,6.5,13.81,2,8,0,1
フェリーチェ荻窪II,6.5,13.81,2,8,1,1
フェリーチェ荻窪II,6.5,13.81,2,8,1,1
フェリーチェ荻窪II 302号室,6.5,13.81,2,8,0,1
フェリーチェ荻窪II,6.5,13.81,2,8,1,1
フェリーチェ荻窪II,6.5,13.81,2,8,1,1
フェリーチェ荻窪II 302号室,6.5,13.81,2,8,0,1
フェリーチェ荻窪II,6.5,13.81,2,8,1,1
フェリーチェ荻窪II 302号室,6.5,13.81,2,8,0,1
フェリーチェ荻窪II 302号室,6.5,13.81,2,8,0,1
ＪＲ総武線 荻窪駅 3階建 築2年,6.5,13.81,2,8,0,1
フェリーチェ荻窪II 302号室,6.5,13.81,2,8,0,1
フェリーチェ荻窪II,6.5,13.81,2,8,1,1
フェリーチェ荻窪II,6.5,13.81,2,8,1,1
フェリーチェ荻窪II 302号室,6.5,13.81,2,8,0,1
フェリーチェ荻窪II,6.5,13.81,2,8,1,1
フェリーチェ荻窪II 302号室,6.5,13.81,2,8,0,1
フェリーチェ荻窪II 302号室,6.5,13.81,2,8,0,1
東京メトロ丸ノ内線 荻窪駅 3階建 築2年,6.5,13.81,2,8,1,1
フェリーチェ荻窪II 302号室,6.5,13.81,2,8,0,1
オーパスワン荻窪,7.8,22.6,4,5,1,0
ＪＲ中央線 荻窪駅 2階建 築4年,7.8,22.6,4,5,1,0
PASEO荻窪,10.1,25.38,0,10,1,1
PASEO荻窪,10.1,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.1,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.1,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.1,25.38,1,10,1,1
ＰＡＳＥＯ荻窪 102号室,10.1,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.38,0,10,1,1
PASEO荻窪,10.1,25.31,0,10,1,1
PASEO荻窪,10.1,25.31,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.31,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.31,0,10,1,1
ＰＡＳＥＯ荻窪 103号室,10.1,25.31,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.31,0,10,1,1
PASEO荻窪,10.1,25.27,0,10,1,1
PASEO荻窪,10.1,25.27,0,10,1,1
ＰＡＳＥＯ荻窪 101号室,10.1,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.1,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.1,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.1,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.27,0,10,1,1
ＴＭＴ,7.5,19.87,3,5,1,1
ブローヒュース,6.7,17.7,8,7,1,0
ＢＲＡ　ＨＵＳ 103号室,6.7,17.7,8,7,1,0
ＪＲ中央線 荻窪駅 2階建 築8年,6.7,17.7,8,7,1,0
BRA　HUS,6.7,17.7,8,7,1,0
ＪＲ中央線 荻窪駅 4階建 築1年,10.2,25.7,1,10,1,1
ＰＡＳＥＯ荻窪 204号室,10.2,25.7,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.2,25.7,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.2,25.7,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.2,25.7,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.2,25.7,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.2,25.7,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.2,25.7,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.2,25.7,0,10,1,1
ＰＡＳＥＯ荻窪 403号室,10.2,25.7,1,10,1,1
PASEO荻窪,10.2,25.38,0,10,1,1
PASEO荻窪,10.2,25.38,0,10,1,1
PASEO荻窪 403号室,10.2,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.2,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.2,25.38,1,10,1,1
PASEO荻窪 204号室,10.2,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.2,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.3,25.7,1,10,1,1
ＰＡＳＥＯ荻窪 304号室,10.3,25.7,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.7,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.3,25.7,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.3,25.7,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.7,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.38,0,10,1,1
PASEO荻窪 304号室,10.3,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.38,0,10,1,1
PASEO荻窪,10.3,25.31,0,10,1,1
PASEO荻窪,10.3,25.31,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.3,25.31,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.3,25.31,1,10,1,1
ＰＡＳＥＯ荻窪 203号室,10.3,25.31,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.3,25.31,1,10,1,1
PASEO荻窪 203号室,10.3,25.31,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.31,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.3,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.27,0,10,1,1
