name,value,area,age,distance,bath_toilet_separated,autolock
ＪＲ中央線 荻窪駅 4階建 築1年,10.3,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.3,25.27,1,10,1,1
PASEO荻窪 401号室,10.3,25.27,1,10,1,1
ＰＡＳＥＯ荻窪 401号室,10.3,25.27,1,10,1,1
エムステージB棟 101号室,8,27,14,5,0,0
MステージB棟 101号室,8,24.76,14,5,1,0
ＪＲ中央線 荻窪駅 2階建 築14年,8,24.76,14,5,1,0
ＰＡＳＥＯ荻窪 204号室,10.4,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.4,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.38,0,10,1,1
PASEO荻窪 202号室,10.4,25.38,1,10,1,1
ＰＡＳＥＯ荻窪 202号室,10.4,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.4,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.4,25.38,1,10,1,1
ＰＡＳＥＯ荻窪 303号室,10.4,25.31,1,10,1,1
PASEO荻窪 303号室,10.4,25.31,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.4,25.31,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.31,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.4,25.31,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.4,25.31,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.31,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.31,0,10,1,1
PASEO荻窪,10.4,25.27,0,10,1,1
PASEO荻窪,10.4,25.27,0,10,1,1
ＰＡＳＥＯ荻窪 201号室,10.4,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.4,25.27,1,10,1,1
PASEO荻窪 201号室,10.4,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.4,25.27,1,10,1,1
ＰＡＳＥＯ荻窪 201号室,10.4,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.4,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.5,25.38,1,10,1,1
PASEO荻窪 302号室,10.5,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.5,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.5,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.5,25.38,0,10,1,1
ＰＡＳＥＯ荻窪 302号室,10.5,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.5,25.38,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.5,25.38,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.5,25.27,0,10,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.5,25.27,0,10,1,1
ＰＡＳＥＯ荻窪 301号室,10.5,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.5,25.27,1,10,1,1
PASEO荻窪 301号室,10.5,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.5,25.27,1,10,1,1
ＪＲ中央線 荻窪駅 4階建 築1年,10.5,25.27,1,10,1,1
ライオンズシティ荻窪,8.6,23.67,23,4,1,1
ＪＲ中央線 荻窪駅 4階建 築13年,7.1,17.4,13,6,1,1
ＪＲ総武線 荻窪駅 3階建 築3年,9.8,27.1,3,5,1,1
ＪＲ総武線 荻窪駅 3階建 築12年,6.3,13.89,12,4,1,0
キャトルセゾン,7,21.5,12,5,1,0
ＪＲ中央線 荻窪駅 4階建 築29年,6.6,18.92,29,9,0,1
ＪＲ総武線 荻窪駅 11階建 築2年,8.9,25.46,2,13,1,1
ＪＲ中央線 荻窪駅 2階建 築3年,5.2,10.83,3,10,0,1
ＪＲ中央線 荻窪駅 2階建 築3年,5.2,10.83,3,10,0,1
マンション恵,6.7,18.23,26,9,1,0
ファミール桃井,5,11.25,22,10,0,0
ＪＲ中央線 荻窪駅 7階建 築29年,7.4,27.18,29,9,0,1
ＪＲ総武線 荻窪駅 3階建 築24年,7.6,24.29,24,5,0,0
ＪＲ総武線 荻窪駅 3階建 築24年,7.6,24.29,24,5,0,0
ＪＲ総武線 荻窪駅 2階建 築27年,6,14.4,27,10,0,0
クレヴィアリグゼ荻窪,11.5,27.36,4,5,1,1
ＪＲ中央線 荻窪駅 11階建 築4年,11.5,27.36,4,5,1,1
クレヴィアリグゼ荻窪 505号室,11.5,27.36,4,5,1,1
クレヴィアリグゼ荻窪,11.5,27.36,4,5,1,1
マンション恵,6.7,18.5,26,7,1,0
ＪＲ総武線 荻窪駅 3階建 築32年,7.6,25,32,9,0,0
ASUKAII-A,5.2,12.25,30,9,0,0
ASUKAII-A,5.2,12.25,30,9,0,0
コーボルト,5.5,18.54,30,8,0,0
ASUKAII-A,4.7,12.25,30,9,0,0
ASUKAII-A,4.7,12.25,30,9,0,0
コンフォートテラス荻窪 0101号室,5.8,12.64,5,12,1,1
プラティーク荻窪,6.2,16.17,32,10,0,1
プラティーク荻窪,6.1,16.17,32,10,0,1
プラウドフラット荻窪2,14.7,39.11,10,6,1,1
プラウドフラット荻窪2,14.7,39.11,10,6,1,1
ベルハイムおぎくぼ,5.8,18,27,10,0,0
ＪＲ中央線 荻窪駅 4階建 築28年,6.2,19.2,28,6,0,1
ＪＲ中央線 荻窪駅 4階建 築28年,6.2,19.2,28,6,0,1
ツルタビル,6,17,25,4,0,1
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
コーボルト,5.5,18.54,30,8,0,0
メゾンドモナーク 201号室,5.6,13,29,10,0,0
ＪＲ中央線 荻窪駅 2階建 築28年,5.2,16,28,10,1,0
ＪＲ中央線 荻窪駅 2階建 築28年,5.2,16,28,10,1,0
ＪＲ中央線 荻窪駅 2階建 築37年,5.5,16.2,37,9,0,0
メゾンユー,5.4,12,29,10,0,0
メゾンユー 101号室,5.4,12,29,10,0,0
コーラルパレス,5.5,15.58,30,4,0,1
ＪＲ中央線 荻窪駅 4階建 築28年,6.2,19.2,28,4,0,1
ＪＲ中央線 荻窪駅 4階建 築28年,6.2,19.2,28,4,0,1
ＪＲ中央線 荻窪駅 4階建 築28年,6.2,19.2,28,4,0,1
ＪＲ中央線 荻窪駅 4階建 築28年,6.2,19.2,28,4,0,1
マイステージ荻窪,6.2,19.2,28,4,0,1
ＪＲ中央線 荻窪駅 4階建 築28年,6.2,19.2,28,4,0,1
マイステージ荻窪,6.2,19.2,28,4,0,1
マイステージ荻窪,6.2,19.2,28,4,0,1
ＪＲ総武線 荻窪駅 4階建 築28年,6.2,19.2,28,4,0,1
ＪＲ中央線 荻窪駅 3階建 築28年,5.9,16.8,28,11,0,1
ＪＲ中央線 荻窪駅 3階建 築36年,5.5,12,36,7,0,0
ハイムコスモ,5.5,12,36,7,0,0
ＰＡＳＥＯ荻窪 402号室,15.9,39.07,1,10,0,1
ハウスコウノトリ,7.8,23.18,46,9,1,0
ＪＲ中央線 荻窪駅 5階建 築37年,7.9,26.6,37,3,1,0
ＪＲ中央線 荻窪駅 2階建 築5年,5.8,12.64,5,15,1,1
スカイコート荻窪第２ 404号室,5.2,16.44,33,8,0,0
スカイコート荻窪第２ 404号室,5.2,16.44,33,8,0,0
スカイコート荻窪第２ 404号室,5.2,16.44,33,8,0,0
スカイコート荻窪第２ 404号室,5.2,16.44,33,8,0,0
スカイコート荻窪第２ 404号室,5.2,16.44,33,8,0,0
ＪＲ中央線 荻窪駅 5階建 築33年,5.2,16.44,33,8,0,0
スカイコート荻窪第２ 404号室,5.2,16.44,33,8,0,0
スカイコート荻窪第２,5.2,16.44,33,8,0,0
スカイコート荻窪第2,5.2,16.44,33,8,0,0
スカイコート荻窪II,5.2,16.44,33,8,0,0
ＪＲ中央線 荻窪駅 5階建 築33年,5.2,16.44,33,8,0,0
スカイコート荻窪第２ 404号室,5.2,16.44,33,8,0,0
スカイコート荻窪第２ 404号室,5.2,16.44,33,8,0,0
スカイコート荻窪第2,5.2,16.44,33,8,0,0
スカイコート荻窪第２ 404号室,5.2,16.44,33,8,0,0
スカイコート荻窪第２ 404号室,5.2,16.44,33,8,0,0
スカイコート荻窪第２,5.2,16.44,33,8,0,0
スカイコート荻窪第２ 404号室,5.2,16.44,33,8,0,0
スカイコート荻窪第２ 404号室,5.2,16.44,33,8,0,0
スカイコート荻窪第２ 404号室,5.2,16.44,33,8,0,0
ＪＲ中央線 荻窪駅 5階建 築33年,5,16.5,33,8,0,0
スカイコート荻窪第２,5,16.5,33,8,0,0
スカイコート荻窪第２,5,16.5,33,8,0,0
ＪＲ中央線 荻窪駅 5階建 築33年,5,16.5,33,8,0,0
ハイムコスモ 202号室,5.5,12,36,8,0,0
ＪＲ中央線 荻窪駅 3階建 築36年,5.5,12,36,8,0,0
スカイコート荻窪第２ 404号室,5.2,16.44,33,10,0,0
スカイコート荻窪第２ 404号室,5.2,16.44,33,10,0,0
プラーズ南荻窪 105号室,6.3,17,38,5,0,0
ＪＲ中央線 荻窪駅 地下1地上3階建 築30年,5.5,15.58,30,4,0,1
シティパーク荻窪,5.3,16,31,5,0,0
ＪＲ中央線 荻窪駅 4階建 築36年,4.7,13.47,36,9,0,1
ＪＲ中央線 荻窪駅 2階建 築31年,5.1,16,31,5,1,0
ＩＮＮ荻窪,4.9,13.19,33,10,0,0
ドゥエル荻窪,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ＪＲ中央線 荻窪駅 5階建 築36年,7.9,26.6,36,3,1,1
ドゥエル荻窪,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ドゥエル荻窪 303号室,7.9,26.6,36,3,1,0
ＪＲ総武線 荻窪駅 5階建 築36年,7.9,26.6,36,3,1,0
ＯＲＡＮＧＥ,9.4,32,3,16,1,1
学生専用チェルシーハウス荻窪 202号室,5.5,9.5,28,12,1,0
学生専用チェルシーハウス荻窪 202号室,5.5,9.5,28,12,1,0
コンフォートテラス荻窪 101号室,5.8,12.64,5,15,0,1
ＪＲ中央線 荻窪駅 2階建 築45年,8,24.76,45,5,1,0
ＪＲ中央線 荻窪駅 3階建 築36年,5.5,12,36,6,0,0
ＪＲ中央線 荻窪駅 3階建 築36年,5.5,12,36,6,0,0
メゾン・ド・ラック,4.7,13.47,37,8,0,0
ＪＲ中央線 荻窪駅 4階建 築37年,4.7,13.47,37,8,0,0
フィオーレ長島 302号室,5,16.38,35,6,0,0
メゾン・ド・荻窪,4.5,12.11,40,7,0,0
ＪＲ中央線 荻窪駅 3階建 築49年,7,18,49,8,1,0
ＪＲ中央線 荻窪駅 3階建 築49年,7,18,49,8,1,0
プラーズ南荻窪 105号室,6.3,17,38,5,0,0
プラーズ南荻窪 105号室,6.3,17,38,5,0,0
メゾン・ド・セレナード,4.8,13.5,34,5,0,0
ライフピア荻窪,4.7,11.47,34,5,0,0
ＪＲ中央線 荻窪駅 9階建 築33年,5.9,16.8,33,2,1,1
ＪＲ中央線 荻窪駅 9階建 築33年,5.9,16.8,33,2,1,1
ＪＲ中央線 荻窪駅 4階建 築40年,4,14.46,40,7,0,0
メゾン・ド・上荻,4.4,15.5,40,6,0,0
メゾン・ド・上荻,4.4,15.5,40,6,0,0
第２コーポ石原,6,17.82,27,15,0,1
ＪＲ中央線 荻窪駅 4階建 築45年,7.5,27.5,45,3,1,0
グローリア荻窪,5.8,18.11,34,1,0,0
ＪＲ総武線 荻窪駅 3階建 築40年,4.5,12.11,40,7,0,0
ＪＲ中央線 荻窪駅 3階建 築49年,7,18,49,8,1,0
ＪＲ中央線 荻窪駅 5階建 築35年,5.7,16.1,35,1,0,0
ＪＲ総武線 荻窪駅 5階建 築35年,5.7,16.1,35,1,0,0
ＪＲ中央線 荻窪駅 4階建 築45年,7.5,27.5,45,4,1,0
ＪＲ中央線 荻窪駅 4階建 築45年,7.5,27.5,45,4,1,0
ＪＲ中央線 荻窪駅 4階建 築45年,7.5,27.5,45,4,1,0
ＪＲ中央線 荻窪駅 4階建 築45年,7.5,27.5,45,4,1,0
ＪＲ中央線 荻窪駅 2階建 築27年,5,15,27,14,1,0
ＪＲ中央線 荻窪駅 2階建 築27年,5,15,27,14,1,0
ＪＲ中央線 荻窪駅 2階建 築27年,5,15,27,14,1,0
ＪＲ中央線 荻窪駅 2階建 築27年,5,15,27,14,1,0
メゾン・ド・荻窪,4.6,11.44,40,6,0,0
メゾン・ド・荻窪,4.6,11.44,40,6,0,0
メゾン・ド・上荻,4,14.46,40,7,0,0
ＪＲ中央線 荻窪駅 4階建 築40年,4,14.46,40,7,0,0
メゾン・ド・上荻,4,14.46,40,7,0,0
メゾン・ド・上荻,4,14.46,40,7,0,0
ＪＲ総武線 荻窪駅 4階建 築40年,4.4,15.5,40,6,0,0
ＪＲ中央線 荻窪駅 4階建 築40年,4.4,15.5,40,6,0,0
テイジン荻窪スカイレジテル,5,15.41,36,2,0,0
鈴木ビル,7.7,26.33,43,16,1,0
ハイムひまわり,7,21.06,22,20,1,0
ヴィラエミール,6,20.25,32,18,1,0
ヴェルユニット 201号室,5,14,30,18,0,0
ＪＲ中央線 荻窪駅 2階建 築47年,2.3,9.2,47,6,0,0
久保寺様方,7,21.5,40,16,1,0
ＪＲ中央線 荻窪駅 2階建 築7年,7.6,21.76,7,23,1,0
サンシャイン荻窪,7.6,21.76,7,23,1,0
ＪＲ中央線 荻窪駅 2階建 築7年,7.6,21.76,7,23,1,0
OnCo荻窪 1号室,13.43,31.52,43,13,1,0
ヴィラエミール,6,20.7,32,20,1,0
メゾン小林,6,16.61,53,18,0,0
サンクレール高井戸,8.4,28,17,22,1,1
サンクレール高井戸,8.4,28,17,22,1,1
サンクレール高井戸,8.5,28,17,22,1,1
サンクレール高井戸,8.5,28,17,22,1,1
アイオン西荻窪,8.1,19.13,2,24,1,1
アイオン西荻窪,8.1,19.13,2,24,1,1
ＪＲ中央線 西荻窪駅 5階建 築2年,8.1,19.13,2,21,1,1
フォレスト阿佐ヶ谷,6.3,15,15,11,0,0
フォレスト阿佐ヶ谷,6.3,15,15,11,0,0
グリーンコート井草,6.5,18,2,34,1,0
ポーラスター,8,24.21,9,18,1,0
フェリスクラリティー,5.7,9.96,2,29,0,1
東京メトロ丸ノ内線 南阿佐ヶ谷駅 2階建 築9年,8,24.21,9,20,1,0
ＪＲ中央線 阿佐ヶ谷駅 5階建 築13年,10,22.56,13,15,1,1
ＤＣ阿佐ヶ谷,6.8,15.01,2,14,1,0
B・Growth荻窪,5.2,10.83,3,10,1,1
アクシア西荻窪 105号室,11.9,35.85,11,23,1,1
アクシア西荻窪 105号室,11.9,35.85,11,23,1,1
フェリオ鷺宮 205号室,10.9,44.59,4,19,1,0
メゾン・ド・カナ,6,19.24,23,14,0,0
ＪＲ中央線 西荻窪駅 2階建 築28年,6.4,19.87,28,25,1,0
ＪＲ中央線 西荻窪駅 5階建 築11年,11.9,35.85,11,24,1,1
ＪＲ中央線 西荻窪駅 5階建 築11年,11.9,35.85,11,24,1,1
ＪＲ中央線 西荻窪駅 2階建 築28年,6.2,19.87,28,25,1,0
グランシャリオ石神井,9.8,30.03,10,22,1,1
NEST2 205号室,7.7,25,21,7,1,0
スカイコート西荻窪第２,6.8,19.58,23,27,1,1
ＪＲ中央線 阿佐ヶ谷駅 3階建 築31年,6.5,18.7,31,15,0,1
東京メトロ丸ノ内線 南阿佐ヶ谷駅 2階建 築27年,5.3,17.52,27,11,0,0
グレイスヴィラ,5.3,17.52,27,11,0,0
ＪＲ中央線 西荻窪駅 3階建 築21年,7.7,25,21,24,1,0
ＪＲ中央線 西荻窪駅 3階建 築21年,7.7,25,21,24,1,0
シティコート富士見台,4.2,15.6,31,19,0,0
東京メトロ丸ノ内線 南阿佐ヶ谷駅 2階建 築27年,5.3,17.52,27,11,0,0
アムス富士見台,4.6,19.87,32,17,0,0
グローリア初穂阿佐ヶ谷,6,16.65,31,20,0,1
西武新宿線 井荻駅 2階建 築30年,5.6,20.03,30,28,1,0
Ｈeight　Ｃhagall,5.3,16.2,28,22,0,0
西武新宿線 上井草駅 3階建 築29年,3.9,17.3,29,14,0,1
ＪＲ中央線 西荻窪駅 4階建 築35年,6.9,19.8,35,23,0,0
セゾン・ド・星野,5.8,19.8,32,19,0,0
木村ハイム,7,20,25,18,0,0
ビクセル武蔵関,4.8,17.85,28,20,0,1
ビクセル武蔵関,4.8,17.85,28,20,0,1
ビクセル武蔵関,4.8,17.85,28,20,0,1
ハイツ未来,4.7,17.5,25,26,0,0
パールハイム 302号室,5.8,24.2,42,8,0,1
メゾン・ヴァンセーヌ 103号室,6,20.5,29,13,0,0
ファミール西荻,5.8,17,30,23,0,0
ＪＲ中央線 西荻窪駅 4階建 築37年,4.9,15.27,37,20,0,0
メゾン・ド・スィエール,4.9,15.27,37,23,0,0
メゾン・ド・スィエール,4.9,15.27,37,23,0,0
西武新宿線 井荻駅 4階建 築35年,3.9,13.27,35,7,1,0
西武池袋線 富士見台駅 3階建 築30年,3.9,17,30,43,0,0
ＪＲ中央線 荻窪駅 3階建 築13年,8,25,13,9,1,0
ブランシェ荻窪III 101号室,9.6,25.27,0,9,1,1
ブランシェ荻窪III 101号室,9.6,25.27,0,9,1,1
サンパレス,8.2,35.5,20,9,1,0
ブランシェ荻窪II 0204号室,9.8,25.08,0,9,0,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.38,0,9,1,1
PASEO荻窪 102号室,10.1,25.38,0,9,1,1
ＰＡＳＥＯ荻窪 102号室,10.1,25.38,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.38,0,9,1,1
PASEO荻窪 103号室,10.1,25.31,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.31,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.31,0,9,1,1
ＰＡＳＥＯ荻窪 103号室,10.1,25.31,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.27,0,9,1,1
PASEO荻窪 101号室,10.1,25.27,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.1,25.27,0,9,1,1
ラ・ペルラ荻窪,9.5,25.09,3,8,1,1
PASEO荻窪 204号室,10.2,25.7,0,9,1,1
PASEO荻窪 403号室,10.2,25.7,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.2,25.7,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.2,25.7,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.2,25.7,0,9,1,1
PASEO荻窪 304号室,10.3,25.7,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.7,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.7,0,9,1,1
PASEO荻窪 202号室,10.3,25.38,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.31,0,9,1,1
PASEO荻窪 203号室,10.3,25.31,0,9,1,1
PASEO荻窪 401号室,10.3,25.27,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.27,0,9,1,1
ＰＡＳＥＯ荻窪 401号室,10.3,25.27,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.3,25.27,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.38,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.38,0,9,1,1
PASEO荻窪 303号室,10.4,25.31,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.31,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.31,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.27,0,9,1,1
PASEO荻窪 201号室,10.4,25.27,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.4,25.27,0,9,1,1
PASEO荻窪 302号室,10.5,25.38,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.5,25.38,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.5,25.27,0,9,1,1
ＪＲ中央線 荻窪駅 4階建 新築,10.5,25.27,0,9,1,1
PASEO荻窪 301号室,10.5,25.27,0,9,1,1
カノープス桃井,8,21.2,11,10,0,1
ＪＲ中央線 荻窪駅 5階建 築11年,7.9,21.2,11,10,0,0
カノープス桃井,7.9,21.2,11,10,0,1
カノープス桃井,7.9,20,11,10,0,1
フェリーチェ荻窪II,6.5,13.81,2,8,1,1
SOU荻窪,9.4,26.2,4,10,1,1
ＪＲ中央線 荻窪駅 5階建 築4年,9.4,26.2,4,10,1,1
ＪＲ中央線 荻窪駅 5階建 築4年,9.4,26.2,4,10,1,1
ＪＲ中央線 荻窪駅 2階建 築13年,8,24.75,13,6,1,0
ＪＲ中央線 荻窪駅 2階建 築13年,8,24.75,13,6,1,0
ＪＲ中央線 荻窪駅 2階建 築13年,8,24.75,13,6,1,0
ＪＲ中央線 荻窪駅 2階建 築13年,8,24.75,13,6,1,0
ＪＲ中央線 荻窪駅 6階建 築20年,9.8,23.92,20,9,1,1
ＪＲ中央線 荻窪駅 6階建 築20年,9.8,23.92,20,9,1,1
フェニックス荻窪弐番館,9.8,23.92,20,9,1,1
ＪＲ中央線 荻窪駅 6階建 築20年,9.8,23.92,20,9,1,1
ＪＲ中央線 荻窪駅 6階建 築20年,9.8,23.92,20,9,1,1
フェニックス荻窪弐番館,9.8,23.92,20,9,1,1
フェニックス荻窪弐番館,9.8,23.92,20,9,1,1
ＪＲ中央線 荻窪駅 6階建 築20年,9.8,23.92,20,9,1,1
ＪＲ中央線 荻窪駅 6階建 築20年,9.8,23.92,20,9,1,1
